entry_id,transaction_id,account_id,type,amount,currency,platform_fee,tax,net_amount,status,reconciliation_id,notes,recorded_at,updated_at,operator_id
LED_71,TXN_10071,ACC_MER_004,credit,7484.6,INR,149.69,22.45,7312.45,reconciled,REC_71,Auto-reconciled,2026-09-02 14:22:00,,SYS
LED_73,TXN_10073,ACC_MER_005,credit,19599.5,INR,391.99,58.8,19148.71,reconciled,REC_73,Auto-reconciled,2026-09-02 13:26:00,,SYS
LED_74,TXN_10074,ACC_MER_004,credit,1730.72,INR,34.61,5.19,1690.91,reconciled,REC_74,Auto-reconciled,2026-09-02 13:28:00,,SYS
LED_75,TXN_10075,ACC_MER_005,credit,7754.57,INR,155.09,23.26,7576.21,reconciled,REC_75,Auto-reconciled,2026-09-02 16:30:00,,SYS
LED_76,TXN_10076,ACC_MER_003,credit,1573.48,INR,31.47,4.72,1537.29,reconciled,REC_76,Auto-reconciled,2026-09-02 12:32:00,,SYS
LED_77,TXN_10077,ACC_MER_003,credit,8152.49,INR,163.05,24.46,7964.98,reconciled,REC_77,Auto-reconciled,2026-09-02 13:34:00,,SYS
LED_78,TXN_10078,ACC_MER_002,credit,16531.24,INR,330.62,49.59,16151.02,reconciled,REC_78,Auto-reconciled,2026-09-02 16:36:00,,SYS
LED_79,TXN_10079,ACC_MER_003,credit,5555.69,INR,111.11,16.67,5427.91,reconciled,REC_79,Auto-reconciled,2026-09-02 16:38:00,,SYS
LED_80,TXN_10080,ACC_MER_003,credit,14309.8,INR,286.2,42.93,13980.67,reconciled,REC_80,Auto-reconciled,2026-09-02 13:40:00,,SYS
LED_81,TXN_10081,ACC_MER_002,credit,9328.41,INR,186.57,27.99,9113.86,reconciled,REC_81,Auto-reconciled,2026-09-02 16:42:00,,SYS
LED_83,TXN_10083,ACC_MER_003,credit,7384.42,INR,147.69,22.15,7214.58,reconciled,REC_83,Auto-reconciled,2026-09-02 14:46:00,,SYS
LED_84,TXN_10084,ACC_MER_004,credit,4375.42,INR,87.51,13.13,4274.79,reconciled,REC_84,Auto-reconciled,2026-09-02 15:48:00,,SYS
LED_85,TXN_10085,ACC_MER_004,credit,12932.05,INR,258.64,38.8,12634.61,reconciled,REC_85,Auto-reconciled,2026-09-02 13:50:00,,SYS
LED_86,TXN_10086,ACC_MER_002,credit,1420.49,INR,28.41,4.26,1387.82,reconciled,REC_86,Auto-reconciled,2026-09-02 16:52:00,,SYS
LED_87,TXN_10087,ACC_MER_005,credit,24217.7,INR,484.35,72.65,23660.69,reconciled,REC_87,Auto-reconciled,2026-09-02 15:54:00,,SYS
LED_88,TXN_10088,ACC_MER_005,credit,23298.05,INR,465.96,69.89,22762.19,reconciled,REC_88,Auto-reconciled,2026-09-02 13:56:00,,SYS
LED_89,TXN_10089,ACC_MER_005,credit,14110.19,INR,282.2,42.33,13785.66,reconciled,REC_89,Auto-reconciled,2026-09-02 16:58:00,,SYS
LED_90,TXN_10090,ACC_MER_004,credit,5667.04,INR,113.34,17.0,5536.7,reconciled,REC_90,Auto-reconciled,2026-09-02 15:00:00,,SYS
LED_91,TXN_10091,ACC_MER_004,credit,2919.04,INR,58.38,8.76,2851.9,reconciled,REC_91,Auto-reconciled,2026-09-02 15:02:00,,SYS
LED_92,TXN_10092,ACC_MER_003,credit,9694.24,INR,193.88,29.08,9471.27,reconciled,REC_92,Auto-reconciled,2026-09-02 14:04:00,,SYS
LED_93,TXN_10093,ACC_MER_004,credit,2510.79,INR,50.22,7.53,2453.04,reconciled,REC_93,Auto-reconciled,2026-09-02 16:06:00,,SYS
LED_94,TXN_10094,ACC_MER_004,credit,16095.91,INR,321.92,48.29,15725.7,reconciled,REC_94,Auto-reconciled,2026-09-02 17:08:00,,SYS
LED_96,TXN_10096,ACC_MER_004,credit,18844.67,INR,376.89,56.53,18411.24,reconciled,REC_96,Auto-reconciled,2026-09-02 14:12:00,,SYS
LED_97,TXN_10097,ACC_MER_002,credit,2142.84,INR,42.86,6.43,2093.55,reconciled,REC_97,Auto-reconciled,2026-09-02 17:14:00,,SYS
LED_98,TXN_10098,ACC_MER_003,credit,10324.04,INR,206.48,30.97,10086.59,reconciled,REC_98,Auto-reconciled,2026-09-02 14:16:00,,SYS
LED_99,TXN_10099,ACC_MER_003,credit,4165.36,INR,83.31,12.5,4069.56,reconciled,REC_99,Auto-reconciled,2026-09-02 14:18:00,,SYS
LED_100,TXN_10100,ACC_MER_002,credit,16815.81,INR,336.32,50.45,16429.05,reconciled,REC_100,Auto-reconciled,2026-09-02 16:20:00,,SYS
LED_101,TXN_10101,ACC_MER_004,credit,11105.21,INR,222.1,33.32,10849.79,reconciled,REC_101,Auto-reconciled,2026-09-02 13:22:00,,SYS
LED_102,TXN_10102,ACC_MER_001,credit,14209.89,INR,284.2,42.63,13883.06,reconciled,REC_102,Auto-reconciled,2026-09-02 13:24:00,,SYS
LED_103,TXN_10103,ACC_MER_003,credit,19507.71,INR,390.15,58.52,19059.03,reconciled,REC_103,Auto-reconciled,2026-09-02 15:26:00,,SYS
LED_104,TXN_10104,ACC_MER_002,credit,6155.0,INR,123.1,18.46,6013.43,reconciled,REC_104,Auto-reconciled,2026-09-02 13:28:00,,SYS
LED_106,TXN_10106,ACC_MER_004,credit,18852.13,INR,377.04,56.56,18418.53,reconciled,REC_106,Auto-reconciled,2026-09-02 15:32:00,,SYS
LED_107,TXN_10107,ACC_MER_003,credit,11133.7,INR,222.67,33.4,10877.62,reconciled,REC_107,Auto-reconciled,2026-09-02 16:34:00,,SYS
LED_108,TXN_10108,ACC_MER_001,credit,4992.95,INR,99.86,14.98,4878.11,reconciled,REC_108,Auto-reconciled,2026-09-02 13:36:00,,SYS
LED_109,TXN_10109,ACC_MER_004,credit,23550.8,INR,471.02,70.65,23009.13,reconciled,REC_109,Auto-reconciled,2026-09-02 14:38:00,,SYS
LED_110,TXN_10110,ACC_MER_003,credit,20971.12,INR,419.42,62.91,20488.78,reconciled,REC_110,Auto-reconciled,2026-09-02 14:40:00,,SYS
LED_111,TXN_10111,ACC_MER_001,credit,7897.99,INR,157.96,23.69,7716.34,reconciled,REC_111,Auto-reconciled,2026-09-02 17:42:00,,SYS
LED_112,TXN_10112,ACC_MER_004,credit,3223.92,INR,64.48,9.67,3149.77,reconciled,REC_112,Auto-reconciled,2026-09-02 17:44:00,,SYS
LED_113,TXN_10113,ACC_MER_002,credit,13530.66,INR,270.61,40.59,13219.45,reconciled,REC_113,Auto-reconciled,2026-09-02 14:46:00,,SYS
LED_114,TXN_10114,ACC_MER_005,credit,3748.78,INR,74.98,11.25,3662.56,reconciled,REC_114,Auto-reconciled,2026-09-02 13:48:00,,SYS
LED_115,TXN_10115,ACC_MER_001,credit,22233.01,INR,444.66,66.7,21721.65,reconciled,REC_115,Auto-reconciled,2026-09-02 17:50:00,,SYS
LED_116,TXN_10116,ACC_MER_004,credit,11479.11,INR,229.58,34.44,11215.09,reconciled,REC_116,Auto-reconciled,2026-09-02 14:52:00,,SYS
LED_118,TXN_10118,ACC_MER_004,credit,6985.57,INR,139.71,20.96,6824.9,reconciled,REC_118,Auto-reconciled,2026-09-02 13:56:00,,SYS
LED_120,TXN_10120,ACC_MER_005,credit,2488.09,INR,49.76,7.46,2430.86,reconciled,REC_120,Auto-reconciled,2026-09-02 18:00:00,,SYS
LED_122,TXN_10122,ACC_MER_002,credit,12625.8,INR,252.52,37.88,12335.41,reconciled,REC_122,Auto-reconciled,2026-09-02 18:04:00,,SYS
LED_123,TXN_10123,ACC_MER_001,credit,9678.24,INR,193.56,29.03,9455.64,reconciled,REC_123,Auto-reconciled,2026-09-02 14:06:00,,SYS
LED_124,TXN_10124,ACC_MER_002,credit,2725.53,INR,54.51,8.18,2662.84,reconciled,REC_124,Auto-reconciled,2026-09-02 16:08:00,,SYS
LED_125,TXN_10125,ACC_MER_001,credit,13743.94,INR,274.88,41.23,13427.83,reconciled,REC_125,Auto-reconciled,2026-09-02 16:10:00,,SYS
LED_126,TXN_10126,ACC_MER_002,credit,6446.07,INR,128.92,19.34,6297.81,pending,,Awaiting bank settlement,2026-09-01 12:12:00,,SYS
LED_127,TXN_10127,ACC_MER_003,credit,22953.54,INR,459.07,68.86,22425.61,reconciled,REC_127,Auto-reconciled,2026-09-02 14:14:00,,SYS
LED_129,TXN_10129,ACC_MER_002,credit,14936.51,INR,298.73,44.81,14592.97,reconciled,REC_129,Auto-reconciled,2026-09-02 14:18:00,,SYS
LED_130,TXN_10130,ACC_MER_005,credit,6268.98,INR,125.38,18.81,6124.79,reconciled,REC_130,Auto-reconciled,2026-09-02 15:20:00,,SYS
LED_131,TXN_10131,ACC_MER_005,credit,861.56,INR,17.23,2.58,841.74,reconciled,REC_131,Auto-reconciled,2026-09-02 18:22:00,,SYS
LED_132,TXN_10132,ACC_MER_002,credit,7242.48,INR,144.85,21.73,7075.9,pending,,Awaiting bank settlement,2026-09-01 12:24:00,,SYS
LED_133,TXN_10133,ACC_MER_005,credit,13946.96,INR,278.94,41.84,13626.18,reconciled,REC_133,Auto-reconciled,2026-09-02 17:26:00,,SYS
LED_134,TXN_10134,ACC_MER_004,credit,913.02,INR,18.26,2.74,892.02,reconciled,REC_134,Auto-reconciled,2026-09-02 16:28:00,,SYS
LED_135,TXN_10135,ACC_MER_001,credit,12912.1,INR,258.24,38.74,12615.12,reconciled,REC_135,Auto-reconciled,2026-09-02 15:30:00,,SYS
LED_136,TXN_10136,ACC_MER_002,credit,16058.27,INR,321.17,48.17,15688.93,reconciled,REC_136,Auto-reconciled,2026-09-02 18:32:00,,SYS
LED_137,TXN_10137,ACC_MER_001,credit,18752.08,INR,375.04,56.26,18320.78,reconciled,REC_137,Auto-reconciled,2026-09-02 15:34:00,,SYS
LED_138,TXN_10138,ACC_MER_001,credit,15403.03,INR,308.06,46.21,15048.76,reconciled,REC_138,Auto-reconciled,2026-09-02 18:36:00,,SYS
LED_139,TXN_10139,ACC_MER_004,credit,5625.34,INR,112.51,16.88,5495.96,reconciled,REC_139,Auto-reconciled,2026-09-02 17:38:00,,SYS
LED_140,TXN_10140,ACC_MER_003,credit,9621.37,INR,192.43,28.86,9400.08,reconciled,REC_140,Auto-reconciled,2026-09-02 17:40:00,,SYS
LED_141,TXN_10141,ACC_MER_004,credit,15206.75,INR,304.13,45.62,14856.99,reconciled,REC_141,Auto-reconciled,2026-09-02 17:42:00,,SYS
LED_142,TXN_10142,ACC_MER_003,credit,1834.66,INR,36.69,5.5,1792.46,reconciled,REC_142,Auto-reconciled,2026-09-02 16:44:00,,SYS
LED_143,TXN_10143,ACC_MER_003,credit,20760.51,INR,415.21,62.28,20283.02,reconciled,REC_143,Auto-reconciled,2026-09-02 18:46:00,,SYS
LED_144,TXN_10144,ACC_MER_001,credit,15192.25,INR,303.85,45.58,14842.83,reconciled,REC_144,Auto-reconciled,2026-09-02 17:48:00,,SYS
LED_145,TXN_10145,ACC_MER_004,credit,20198.96,INR,403.98,60.6,19734.38,reconciled,REC_145,Auto-reconciled,2026-09-02 15:50:00,,SYS
LED_146,TXN_10146,ACC_MER_004,credit,4293.36,INR,85.87,12.88,4194.61,reconciled,REC_146,Auto-reconciled,2026-09-02 15:52:00,,SYS
LED_148,TXN_10148,ACC_MER_004,credit,23380.2,INR,467.6,70.14,22842.46,reconciled,REC_148,Auto-reconciled,2026-09-02 18:56:00,,SYS
LED_149,TXN_10149,ACC_MER_001,credit,17303.86,INR,346.08,51.91,16905.87,reconciled,REC_149,Auto-reconciled,2026-09-02 15:58:00,,SYS
LED_150,TXN_10150,ACC_MER_001,credit,13074.3,INR,261.49,39.22,12773.59,reconciled,REC_150,Auto-reconciled,2026-09-02 19:00:00,,SYS
LED_151,TXN_10151,ACC_MER_003,credit,12889.25,INR,257.79,38.67,12592.8,reconciled,REC_151,Auto-reconciled,2026-09-02 19:02:00,,SYS
LED_152,TXN_10152,ACC_MER_004,credit,17332.72,INR,346.65,52.0,16934.07,reconciled,REC_152,Auto-reconciled,2026-09-02 16:04:00,,SYS
LED_153,TXN_10153,ACC_MER_003,credit,19243.75,INR,384.88,57.73,18801.14,reconciled,REC_153,Auto-reconciled,2026-09-02 17:06:00,,SYS
LED_154,TXN_10154,ACC_MER_003,credit,14287.38,INR,285.75,42.86,13958.77,reconciled,REC_154,Auto-reconciled,2026-09-02 19:08:00,,SYS
LED_155,TXN_10155,ACC_MER_003,credit,11295.89,INR,225.92,33.89,11036.08,reconciled,REC_155,Auto-reconciled,2026-09-02 17:10:00,,SYS
LED_156,TXN_10156,ACC_MER_002,credit,16640.97,INR,332.82,49.92,16258.23,reconciled,REC_156,Auto-reconciled,2026-09-02 18:12:00,,SYS
LED_157,TXN_10157,ACC_MER_005,credit,11049.99,INR,221.0,33.15,10795.84,reconciled,REC_157,Auto-reconciled,2026-09-02 17:14:00,,SYS
LED_158,TXN_10158,ACC_MER_001,credit,23226.38,INR,464.53,69.68,22692.17,pending,,Awaiting bank settlement,2026-09-01 13:16:00,,SYS
LED_159,TXN_10159,ACC_MER_003,credit,16306.12,INR,326.12,48.92,15931.08,reconciled,REC_159,Auto-reconciled,2026-09-02 16:18:00,,SYS
LED_160,TXN_10160,ACC_MER_004,credit,1468.48,INR,29.37,4.41,1434.7,reconciled,REC_160,Auto-reconciled,2026-09-02 16:20:00,,SYS
LED_161,TXN_10161,ACC_MER_003,credit,19587.47,INR,391.75,58.76,19136.96,reconciled,REC_161,Auto-reconciled,2026-09-02 15:22:00,,SYS
LED_162,TXN_10162,ACC_MER_001,credit,12276.9,INR,245.54,36.83,11994.53,reconciled,REC_162,Auto-reconciled,2026-09-02 15:24:00,,SYS
LED_163,TXN_10163,ACC_MER_002,credit,21504.13,INR,430.08,64.51,21009.54,reconciled,REC_163,Auto-reconciled,2026-09-02 18:26:00,,SYS
LED_164,TXN_10164,ACC_MER_001,credit,9708.59,INR,194.17,29.13,9485.29,reconciled,REC_164,Auto-reconciled,2026-09-02 17:28:00,,SYS
LED_166,TXN_10166,ACC_MER_001,credit,11212.65,INR,224.25,33.64,10954.76,reconciled,REC_166,Auto-reconciled,2026-09-02 17:32:00,,SYS
LED_167,TXN_10167,ACC_MER_005,credit,9956.27,INR,199.13,29.87,9727.28,reconciled,REC_167,Auto-reconciled,2026-09-02 16:34:00,,SYS
LED_169,TXN_10169,ACC_MER_002,credit,14572.02,INR,291.44,43.72,14236.86,reconciled,REC_169,Auto-reconciled,2026-09-02 16:38:00,,SYS
LED_170,TXN_10170,ACC_MER_001,credit,23889.6,INR,477.79,71.67,23340.14,reconciled,REC_170,Auto-reconciled,2026-09-02 15:40:00,,SYS
LED_171,TXN_10171,ACC_MER_005,credit,23739.66,INR,474.79,71.22,23193.65,reconciled,REC_171,Auto-reconciled,2026-09-02 16:42:00,,SYS
LED_172,TXN_10172,ACC_MER_004,credit,2222.81,INR,44.46,6.67,2171.69,reconciled,REC_172,Auto-reconciled,2026-09-02 15:44:00,,SYS
LED_173,TXN_10173,ACC_MER_005,credit,17057.72,INR,341.15,51.17,16665.39,reconciled,REC_173,Auto-reconciled,2026-09-02 15:46:00,,SYS
LED_174,TXN_10174,ACC_MER_001,credit,21906.64,INR,438.13,65.72,21402.79,reconciled,REC_174,Auto-reconciled,2026-09-02 16:48:00,,SYS
LED_175,TXN_10175,ACC_MER_003,credit,11778.17,INR,235.56,35.33,11507.27,reconciled,REC_175,Auto-reconciled,2026-09-02 19:50:00,,SYS
LED_176,TXN_10176,ACC_MER_001,credit,172.09,INR,3.44,0.52,168.13,reconciled,REC_176,Auto-reconciled,2026-09-02 15:52:00,,SYS
LED_177,TXN_10177,ACC_MER_005,credit,12541.13,INR,250.82,37.62,12252.68,reconciled,REC_177,Auto-reconciled,2026-09-02 16:54:00,,SYS
LED_178,TXN_10178,ACC_MER_004,credit,16913.35,INR,338.27,50.74,16524.34,reconciled,REC_178,Auto-reconciled,2026-09-02 18:56:00,,SYS
LED_179,TXN_10179,ACC_MER_004,credit,9835.03,INR,196.7,29.51,9608.82,reconciled,REC_179,Auto-reconciled,2026-09-02 19:58:00,,SYS
LED_181,TXN_10181,ACC_MER_004,credit,8735.8,INR,174.72,26.21,8534.88,reconciled,REC_181,Auto-reconciled,2026-09-02 19:02:00,,SYS
LED_183,TXN_10183,ACC_MER_004,credit,17756.94,INR,355.14,53.27,17348.53,pending,,Awaiting bank settlement,2026-09-01 14:06:00,,SYS
LED_184,TXN_10184,ACC_MER_003,credit,8170.58,INR,163.41,24.51,7982.66,reconciled,REC_184,Auto-reconciled,2026-09-02 20:08:00,,SYS
LED_185,TXN_10185,ACC_MER_005,credit,5400.36,INR,108.01,16.2,5276.15,reconciled,REC_185,Auto-reconciled,2026-09-02 17:10:00,,SYS
LED_186,TXN_10186,ACC_MER_004,credit,3370.04,INR,67.4,10.11,3292.53,reconciled,REC_186,Auto-reconciled,2026-09-02 18:12:00,,SYS
LED_187,TXN_10187,ACC_MER_004,credit,9714.41,INR,194.29,29.14,9490.98,reconciled,REC_187,Auto-reconciled,2026-09-02 19:14:00,,SYS
